#       r             R(r)          X(r)=rR(r)          e
  2.596768e+00   4.975907e-21   1.292128e-20  -4.000000e+02
  2.622866e+00   2.952315e-21   7.743529e-21  -4.000000e+02
  2.649227e+00   1.742503e-21   4.616286e-21  -4.000000e+02
  2.675852e+00   1.023015e-21   2.737436e-21  -4.000000e+02
  2.702744e+00   5.973989e-22   1.614617e-21  -4.000000e+02
  2.729908e+00   3.469746e-22   9.472087e-22  -4.000000e+02
  2.757344e+00   2.004279e-22   5.526485e-22  -4.000000e+02
  2.785055e+00   1.151388e-22   3.206679e-22  -4.000000e+02
  2.813046e+00   6.577551e-23   1.850295e-22  -4.000000e+02
  2.841317e+00   3.736469e-23   1.061649e-22  -4.000000e+02
  2.869873e+00   2.110515e-23   6.056910e-23  -4.000000e+02
  2.898716e+00   1.185279e-23   3.435786e-23  -4.000000e+02
  2.927848e+00   6.618087e-24   1.937675e-23  -4.000000e+02
  2.957273e+00   3.673659e-24   1.086401e-23  -4.000000e+02
  2.986995e+00   2.027187e-24   6.055197e-24  -4.000000e+02
  3.017014e+00   1.111966e-24   3.354818e-24  -4.000000e+02
  3.047336e+00   6.062699e-25   1.847508e-24  -4.000000e+02
  3.077962e+00   3.285416e-25   1.011239e-24  -4.000000e+02
  3.108896e+00   1.769449e-25   5.501033e-25  -4.000000e+02
  3.140141e+00   9.470698e-26   2.973933e-25  -4.000000e+02
  3.171700e+00   5.037266e-26   1.597670e-25  -4.000000e+02
  3.203576e+00   2.662251e-26   8.528724e-26  -4.000000e+02
  3.235773e+00   1.398030e-26   4.523709e-26  -4.000000e+02
  3.268293e+00   7.294063e-27   2.383913e-26  -4.000000e+02
  3.301140e+00   3.780761e-27   1.248082e-26  -4.000000e+02
  3.334317e+00   1.946780e-27   6.491181e-27  -4.000000e+02
  3.367827e+00   9.957575e-28   3.353539e-27  -4.000000e+02
  3.401674e+00   5.058944e-28   1.720888e-27  -4.000000e+02
  3.435862e+00   2.552737e-28   8.770852e-28  -4.000000e+02
  3.470393e+00   1.279270e-28   4.439570e-28  -4.000000e+02
  3.505271e+00   6.366462e-29   2.231617e-28  -4.000000e+02
  3.540499e+00   3.146176e-29   1.113903e-28  -4.000000e+02
  3.576082e+00   1.543782e-29   5.520692e-29  -4.000000e+02
  3.612022e+00   7.521007e-30   2.716604e-29  -4.000000e+02
  3.648323e+00   3.637652e-30   1.327133e-29  -4.000000e+02
  3.684990e+00   1.746585e-30   6.436147e-30  -4.000000e+02
  3.722024e+00   8.324331e-31   3.098336e-30  -4.000000e+02
  3.759431e+00   3.937926e-31   1.480436e-30  -4.000000e+02
  3.797214e+00   1.848891e-31   7.020635e-31  -4.000000e+02
  3.835377e+00   8.614842e-32   3.304117e-31  -4.000000e+02
  3.873923e+00   3.983290e-32   1.543096e-31  -4.000000e+02
  3.912857e+00   1.827516e-32   7.150809e-32  -4.000000e+02
  3.952182e+00   8.318994e-33   3.287817e-32  -4.000000e+02
  3.991902e+00   3.756954e-33   1.499739e-32  -4.000000e+02
  4.032021e+00   1.683144e-33   6.786473e-33  -4.000000e+02
  4.072543e+00   7.479831e-34   3.046194e-33  -4.000000e+02
  4.113473e+00   3.296941e-34   1.356188e-33  -4.000000e+02
  4.154814e+00   1.441264e-34   5.988184e-34  -4.000000e+02
  4.196571e+00   6.248156e-35   2.622083e-34  -4.000000e+02
  4.238747e+00   2.685959e-35   1.138510e-34  -4.000000e+02
  4.281347e+00   1.144849e-35   4.901498e-35  -4.000000e+02
  4.324375e+00   4.837948e-36   2.092110e-35  -4.000000e+02
  4.367836e+00   2.026747e-36   8.852497e-36  -4.000000e+02
  4.411734e+00   8.416363e-37   3.713075e-36  -4.000000e+02
  4.456072e+00   3.464153e-37   1.543652e-36  -4.000000e+02
  4.500857e+00   1.413116e-37   6.360230e-37  -4.000000e+02
  4.546091e+00   5.712501e-38   2.596955e-37  -4.000000e+02
  4.591780e+00   2.288245e-38   1.050712e-37  -4.000000e+02
  4.637928e+00   9.081659e-39   4.212008e-38  -4.000000e+02
  4.684540e+00   3.570863e-39   1.672785e-38  -4.000000e+02
  4.731620e+00   1.390864e-39   6.581039e-39  -4.000000e+02
  4.779174e+00   5.366077e-40   2.564542e-39  -4.000000e+02
  4.827205e+00   2.050442e-40   9.897905e-40  -4.000000e+02
  4.875720e+00   7.759129e-41   3.783134e-40  -4.000000e+02
  4.924722e+00   2.907432e-41   1.431829e-40  -4.000000e+02
  4.974216e+00   1.078680e-41   5.365589e-41  -4.000000e+02
  5.024207e+00   3.962032e-42   1.990607e-41  -4.000000e+02
  5.074702e+00   1.440588e-42   7.310553e-42  -4.000000e+02
  5.125703e+00   5.184562e-43   2.657453e-42  -4.000000e+02
  5.177217e+00   1.846667e-43   9.560597e-43  -4.000000e+02
  5.229249e+00   6.509120e-44   3.403781e-43  -4.000000e+02
  5.281804e+00   2.270207e-44   1.199079e-43  -4.000000e+02
  5.334887e+00   7.833758e-45   4.179222e-44  -4.000000e+02
  5.388504e+00   2.674161e-45   1.440972e-44  -4.000000e+02
  5.442659e+00   9.029592e-46   4.914499e-45  -4.000000e+02
  5.497359e+00   3.015519e-46   1.657739e-45  -4.000000e+02
  5.552608e+00   9.959073e-47   5.529883e-46  -4.000000e+02
  5.608413e+00   3.252275e-47   1.824010e-46  -4.000000e+02
  5.664778e+00   1.050063e-47   5.948373e-47  -4.000000e+02
  5.721710e+00   3.351587e-48   1.917681e-47  -4.000000e+02
  5.779214e+00   1.057401e-48   6.110947e-48  -4.000000e+02
  5.837296e+00   3.297076e-49   1.924601e-48  -4.000000e+02
  5.895962e+00   1.015930e-49   5.989885e-49  -4.000000e+02
  5.955218e+00   3.093062e-50   1.841986e-49  -4.000000e+02
  6.015068e+00   9.303528e-51   5.596136e-50  -4.000000e+02
  6.075521e+00   2.764292e-51   1.679452e-50  -4.000000e+02
  6.136581e+00   8.112225e-52   4.978132e-51  -4.000000e+02
  6.198255e+00   2.351025e-52   1.457225e-51  -4.000000e+02
  6.260548e+00   6.727857e-53   4.212007e-52  -4.000000e+02
  6.323468e+00   1.900808e-53   1.201970e-52  -4.000000e+02
  6.387019e+00   5.301285e-54   3.385941e-53  -4.000000e+02
  6.451210e+00   1.459296e-54   9.414227e-54  -4.000000e+02
  6.516046e+00   3.964266e-55   2.583134e-54  -4.000000e+02
  6.581533e+00   1.062614e-55   6.993626e-55  -4.000000e+02
  6.647679e+00   2.810068e-56   1.868043e-55  -4.000000e+02
  6.714489e+00   7.330300e-57   4.921922e-56  -4.000000e+02
  6.781971e+00   1.885922e-57   1.279026e-56  -4.000000e+02
  6.850131e+00   4.784703e-58   3.277584e-57  -4.000000e+02
  6.918976e+00   1.196871e-58   8.281122e-58  -4.000000e+02
  6.988512e+00   2.951421e-59   2.062604e-58  -4.000000e+02
  7.058748e+00   7.173575e-60   5.063646e-59  -4.000000e+02
  7.129690e+00   1.718260e-60   1.225066e-59  -4.000000e+02
  7.201344e+00   4.055254e-61   2.920328e-60  -4.000000e+02
  7.273719e+00   9.428635e-62   6.858124e-61  -4.000000e+02
  7.346821e+00   2.159263e-62   1.586372e-61  -4.000000e+02
  7.420658e+00   4.869806e-63   3.613716e-62  -4.000000e+02
  7.495237e+00   1.081406e-63   8.105395e-63  -4.000000e+02
  7.570565e+00   2.364055e-64   1.789724e-63  -4.000000e+02
  7.646651e+00   5.086712e-65   3.889631e-64  -4.000000e+02
  7.723501e+00   1.077072e-65   8.318770e-65  -4.000000e+02
  7.801123e+00   2.243867e-66   1.750468e-65  -4.000000e+02
  7.879526e+00   4.598413e-67   3.623331e-66  -4.000000e+02
  7.958716e+00   9.268096e-68   7.376214e-67  -4.000000e+02
  8.038703e+00   1.836774e-68   1.476528e-67  -4.000000e+02
  8.119493e+00   3.578601e-69   2.905643e-68  -4.000000e+02
  8.201095e+00   6.852839e-70   5.620079e-69  -4.000000e+02
  8.283518e+00   1.289535e-70   1.068189e-69  -4.000000e+02
  8.366768e+00   2.383992e-71   1.994631e-70  -4.000000e+02
  8.450856e+00   4.328994e-72   3.658371e-71  -4.000000e+02
  8.535788e+00   7.719327e-73   6.589054e-72  -4.000000e+02
  8.621575e+00   1.351386e-73   1.165107e-72  -4.000000e+02
  8.708223e+00   2.322103e-74   2.022139e-73  -4.000000e+02
  8.795742e+00   3.915424e-75   3.443906e-74  -4.000000e+02
  8.884141e+00   6.476807e-76   5.754086e-75  -4.000000e+02
  8.973428e+00   1.050789e-76   9.429178e-76  -4.000000e+02
  9.063612e+00   1.671579e-77   1.515055e-76  -4.000000e+02
  9.154703e+00   2.606617e-78   2.386281e-77  -4.000000e+02
  9.246709e+00   3.983320e-79   3.683260e-78  -4.000000e+02
  9.339640e+00   5.963569e-80   5.569759e-79  -4.000000e+02
  9.433505e+00   8.744456e-81   8.249087e-80  -4.000000e+02
  9.528313e+00   1.255434e-81   1.196217e-80  -4.000000e+02
  9.624075e+00   1.764227e-82   1.697905e-81  -4.000000e+02
  9.720798e+00   2.425917e-83   2.358185e-82  -4.000000e+02
  9.818494e+00   3.262992e-84   3.203767e-83  -4.000000e+02
  9.917171e+00   4.291684e-85   4.256137e-84  -4.000000e+02
  1.001684e+01   5.517723e-86   5.527015e-85  -4.000000e+02
  1.011751e+01   6.931965e-87   7.013424e-86  -4.000000e+02
  1.021919e+01   8.506608e-88   8.693068e-87  -4.000000e+02
  1.032190e+01   1.019281e-88   1.052091e-87  -4.000000e+02
  1.042564e+01   1.192057e-89   1.242795e-88  -4.000000e+02
  1.053041e+01   1.360155e-90   1.432299e-89  -4.000000e+02
  1.063625e+01   1.513506e-91   1.609802e-90  -4.000000e+02
  1.074314e+01   1.641700e-92   1.763702e-91  -4.000000e+02
  1.085111e+01   1.735084e-93   1.882759e-92  -4.000000e+02
  1.096017e+01   1.785907e-94   1.957385e-93  -4.000000e+02
  1.107032e+01   1.789356e-95   1.980874e-94  -4.000000e+02
  1.118158e+01   1.744265e-96   1.950364e-95  -4.000000e+02
  1.129396e+01   1.653393e-97   1.867335e-96  -4.000000e+02
  1.140746e+01   1.523167e-98   1.737547e-97  -4.000000e+02
  1.152211e+01   1.362940e-99   1.570394e-98  -4.000000e+02
  1.163791e+01  1.183864e-100   1.377770e-99  -4.000000e+02
  1.175487e+01  9.975849e-102  1.172648e-100  -4.000000e+02
  1.187301e+01  8.149567e-103  9.675989e-102  -4.000000e+02
  1.199234e+01  6.449940e-104  7.734984e-103  -4.000000e+02
  1.211286e+01  4.941948e-105  5.986113e-104  -4.000000e+02
  1.223460e+01  3.662948e-106  4.481469e-105  -4.000000e+02
  1.235756e+01  2.624245e-107  3.242925e-106  -4.000000e+02
  1.248175e+01  1.815728e-108  2.266347e-107  -4.000000e+02
  1.260720e+01  1.212219e-109  1.528269e-108  -4.000000e+02
  1.273390e+01  7.801597e-111  9.934476e-110  -4.000000e+02
  1.286188e+01  4.835272e-112  6.219068e-111  -4.000000e+02
  1.299114e+01  2.882895e-113  3.745210e-112  -4.000000e+02
  1.312170e+01  1.651630e-114  2.167220e-113  -4.000000e+02
  1.325358e+01  9.081219e-116  1.203587e-114  -4.000000e+02
  1.338678e+01  4.785836e-117  6.406694e-116  -4.000000e+02
  1.352132e+01  2.414053e-118  3.264118e-117  -4.000000e+02
  1.365721e+01  1.163745e-119  1.589351e-118  -4.000000e+02
  1.379447e+01  5.352860e-121  7.383987e-120  -4.000000e+02
  1.393311e+01  2.345132e-122  3.267497e-121  -4.000000e+02
  1.407314e+01  9.767232e-124  1.374556e-122  -4.000000e+02
  1.421457e+01  3.859160e-125  5.485631e-124  -4.000000e+02
  1.435743e+01  1.443239e-126  2.072120e-125  -4.000000e+02
  1.450173e+01  5.095827e-128  7.389829e-127  -4.000000e+02
  1.464747e+01  1.693997e-129  2.481278e-128  -4.000000e+02
  1.479468e+01  5.285503e-131  7.819734e-130  -4.000000e+02
  1.494337e+01  1.542511e-132  2.305032e-131  -4.000000e+02
  1.509355e+01  4.194104e-134  6.330393e-133  -4.000000e+02
  1.524525e+01  1.057760e-135  1.612581e-134  -4.000000e+02
  1.539846e+01  2.461820e-137  3.790825e-136  -4.000000e+02
  1.555322e+01  5.256297e-139  8.175234e-138  -4.000000e+02
  1.570953e+01  1.022462e-140  1.606240e-139  -4.000000e+02
  1.586742e+01  1.797123e-142  2.851569e-141  -4.000000e+02
  1.602689e+01  2.825803e-144  4.528883e-143  -4.000000e+02
  1.618796e+01  3.926419e-146  6.356071e-145  -4.000000e+02
  1.635065e+01  4.746576e-148  7.760961e-147  -4.000000e+02
  1.651498e+01  4.891704e-150  8.078639e-149  -4.000000e+02
  1.668096e+01  4.180237e-152  6.973036e-151  -4.000000e+02
  1.684860e+01  2.845959e-154  4.795044e-153  -4.000000e+02
  1.701793e+01  1.449538e-156  2.466814e-155  -4.000000e+02
  1.718897e+01  4.929884e-159  8.473961e-158  -4.000000e+02
  1.736172e+01  8.533867e-162  1.481626e-160  -4.000000e+02
  1.753621e+01  7.109895e-166  1.246806e-164  -4.000000e+02
  1.771245e+01 -1.096589e-168 -1.942328e-167  -4.000000e+02
  1.789046e+01  3.449943e-171  6.172107e-170  -4.000000e+02
  1.807026e+01 -1.631136e-173 -2.947506e-172  -4.000000e+02
  1.825187e+01  1.025711e-175  1.872114e-174  -4.000000e+02
  1.843531e+01 -8.028401e-178 -1.480060e-176  -4.000000e+02
  1.862059e+01  7.502286e-180  1.396970e-178  -4.000000e+02
  1.880773e+01 -8.133270e-182 -1.529683e-180  -4.000000e+02
  1.899675e+01  1.001729e-183  1.902960e-182  -4.000000e+02
  1.918767e+01 -1.379481e-185 -2.646903e-184  -4.000000e+02
  1.938051e+01  2.097490e-187  4.065041e-186  -4.000000e+02
  1.957528e+01 -3.485682e-189 -6.823321e-188  -4.000000e+02
  1.977202e+01  6.278228e-191  1.241332e-189  -4.000000e+02
  1.997073e+01 -1.217002e-192 -2.430442e-191  -4.000000e+02
  2.017144e+01  2.523762e-194  5.090792e-193  -4.000000e+02
  2.037417e+01 -5.570151e-196 -1.134872e-194  -4.000000e+02
  2.057893e+01  1.302553e-197  2.680515e-196  -4.000000e+02
  2.078575e+01 -3.214548e-199 -6.681679e-198  -4.000000e+02
  2.099465e+01  8.343005e-201  1.751585e-199  -4.000000e+02
  2.120565e+01 -2.270127e-202 -4.813953e-201  -4.000000e+02
  2.141877e+01  6.457868e-204  1.383196e-202  -4.000000e+02
  2.163403e+01 -1.915773e-205 -4.144589e-204  -4.000000e+02
  2.185146e+01  5.913187e-207  1.292118e-205  -4.000000e+02
  2.207107e+01 -1.895036e-208 -4.182548e-207  -4.000000e+02
  2.229289e+01  6.293676e-210  1.403042e-208  -4.000000e+02
  2.251694e+01 -2.162333e-211 -4.868911e-210  -4.000000e+02
  2.274323e+01  7.673122e-213  1.745116e-211  -4.000000e+02
  2.297181e+01 -2.808060e-214 -6.450621e-213  -4.000000e+02
  2.320268e+01  1.058341e-215  2.455635e-214  -4.000000e+02
  2.343587e+01 -4.102730e-217 -9.615103e-216  -4.000000e+02
  2.367140e+01  1.633912e-218  3.867698e-217  -4.000000e+02
  2.390931e+01 -6.677406e-220 -1.596521e-218  -4.000000e+02
  2.414960e+01  2.797412e-221  6.755637e-220  -4.000000e+02
  2.439231e+01 -1.200186e-222 -2.927531e-221  -4.000000e+02
  2.463745e+01  5.268466e-224  1.298016e-222  -4.000000e+02
  2.488506e+01 -2.364211e-225 -5.883355e-224  -4.000000e+02
  2.513516e+01  1.083676e-226  2.723838e-225  -4.000000e+02
  2.538777e+01 -5.069771e-228 -1.287102e-226  -4.000000e+02
  2.564293e+01  2.418996e-229  6.203014e-228  -4.000000e+02
  2.590064e+01 -1.176357e-230 -3.046841e-229  -4.000000e+02
  2.616095e+01  5.826599e-232  1.524293e-230  -4.000000e+02
  2.642387e+01 -2.937595e-233 -7.762263e-232  -4.000000e+02
  2.668943e+01  1.506649e-234  4.021160e-233  -4.000000e+02
  2.695767e+01 -7.856515e-236 -2.117933e-234  -4.000000e+02
  2.722860e+01  4.163054e-237  1.133541e-235  -4.000000e+02
  2.750225e+01 -2.240450e-238 -6.161741e-237  -4.000000e+02
  2.777865e+01  1.224014e-239  3.400147e-238  -4.000000e+02
  2.805783e+01 -6.785197e-241 -1.903779e-239  -4.000000e+02
  2.833982e+01  3.814769e-242  1.081099e-240  -4.000000e+02
  2.862464e+01 -2.174290e-243 -6.223826e-242  -4.000000e+02
  2.891232e+01  1.255832e-244  3.630901e-243  -4.000000e+02
  2.920289e+01 -7.347490e-246 -2.145679e-244  -4.000000e+02
  2.949639e+01  4.352869e-247  1.283939e-245  -4.000000e+02
  2.979283e+01 -2.610257e-248 -7.776696e-247  -4.000000e+02
  3.009225e+01  1.583838e-249  4.766124e-248  -4.000000e+02
  3.039468e+01 -9.721014e-251 -2.954671e-249  -4.000000e+02
  3.070016e+01  6.033172e-252  1.852193e-250  -4.000000e+02
  3.100870e+01 -3.785106e-253 -1.173712e-251  -4.000000e+02
  3.132034e+01  2.399818e-254  7.516312e-253  -4.000000e+02
  3.163511e+01 -1.537167e-255 -4.862847e-254  -4.000000e+02
  3.195305e+01  9.944558e-257  3.177590e-255  -4.000000e+02
  3.227419e+01 -6.496129e-258 -2.096573e-256  -4.000000e+02
  3.259855e+01  4.283669e-259  1.396414e-257  -4.000000e+02
  3.292617e+01 -2.850760e-260 -9.386459e-259  -4.000000e+02
  3.325708e+01  1.914183e-261  6.366014e-260  -4.000000e+02
  3.359132e+01 -1.296531e-262 -4.355220e-261  -4.000000e+02
  3.392892e+01  8.856475e-264  3.004906e-262  -4.000000e+02
  3.426991e+01 -6.099893e-265 -2.090428e-263  -4.000000e+02
  3.461433e+01  4.235209e-266  1.465989e-264  -4.000000e+02
  3.496221e+01 -2.963671e-267 -1.036165e-265  -4.000000e+02
  3.531358e+01  2.089783e-268  7.379772e-267  -4.000000e+02
  3.566849e+01 -1.484585e-269 -5.295290e-268  -4.000000e+02
  3.602697e+01  1.062333e-270  3.827262e-269  -4.000000e+02
  3.638904e+01 -7.655778e-272 -2.785864e-270  -4.000000e+02
  3.675476e+01  5.555399e-273  2.041874e-271  -4.000000e+02
  3.712415e+01 -4.058491e-274 -1.506680e-272  -4.000000e+02
  3.749725e+01  2.984460e-275  1.119091e-273  -4.000000e+02
  3.787411e+01 -2.208763e-276 -8.365493e-275  -4.000000e+02
  3.825475e+01  1.644930e-277  6.292638e-276  -4.000000e+02
  3.863922e+01 -1.232523e-278 -4.762371e-277  -4.000000e+02
  3.902755e+01  9.290268e-280  3.625764e-278  -4.000000e+02
  3.941978e+01 -7.043449e-281 -2.776512e-279  -4.000000e+02
  3.981596e+01  5.370397e-282  2.138275e-280  -4.000000e+02
  4.021611e+01 -4.117493e-283 -1.655896e-281  -4.000000e+02
  4.062029e+01  3.174008e-284  1.289291e-282  -4.000000e+02
  4.102853e+01 -2.459669e-285 -1.009166e-283  -4.000000e+02
  4.144088e+01  1.915955e-286  7.939884e-285  -4.000000e+02
  4.185736e+01 -1.499966e-287 -6.278462e-286  -4.000000e+02
  4.227804e+01  1.180088e-288  4.989179e-287  -4.000000e+02
  4.270294e+01 -9.328990e-290 -3.983753e-288  -4.000000e+02
  4.313211e+01  7.409590e-291  3.195912e-289  -4.000000e+02
  4.356559e+01 -5.912159e-292 -2.575667e-290  -4.000000e+02
  4.400344e+01  4.738543e-293  2.085122e-291  -4.000000e+02
  4.444568e+01 -3.814572e-294 -1.695413e-292  -4.000000e+02
  4.489236e+01  3.083940e-295  1.384454e-293  -4.000000e+02
  4.534354e+01 -2.503704e-296 -1.135268e-294  -4.000000e+02
  4.579925e+01  2.040967e-297  9.347474e-296  -4.000000e+02
  4.625954e+01 -1.670416e-298 -7.727267e-297  -4.000000e+02
  4.672446e+01  1.372493e-299  6.412898e-298  -4.000000e+02
  4.719405e+01 -1.132021e-300 -5.342464e-299  -4.000000e+02
  4.766835e+01  9.371745e-302  4.467356e-300  -4.000000e+02
  4.814743e+01 -7.787034e-303 -3.749257e-301  -4.000000e+02
  4.863132e+01  6.493428e-304  3.157840e-302  -4.000000e+02
  4.912007e+01 -5.433654e-305 -2.669015e-303  -4.000000e+02
  4.961374e+01  4.562390e-306  2.263572e-304  -4.000000e+02
  5.011236e+01 -3.843639e-307 -1.926138e-305  -4.000000e+02
  5.061600e+01  3.248707e-308  1.644366e-306  -4.000000e+02
  5.112470e+01 -2.754643e-309 -1.408303e-307  -4.000000e+02
  5.163851e+01  2.343022e-310  1.209902e-308  -4.000000e+02
  5.215749e+01 -1.999006e-311 -1.042631e-309  -4.000000e+02
  5.268168e+01  1.710605e-312  9.011752e-311  -4.000000e+02
  5.321114e+01 -1.468097e-313 -7.811910e-312  -4.000000e+02
  5.374592e+01  1.263577e-314  6.791211e-313  -4.000000e+02
  5.428607e+01 -1.090596e-315 -5.920415e-314  -4.000000e+02
  5.483166e+01  9.438751e-317  5.175424e-315  -4.000000e+02
  5.538273e+01 -8.190803e-318 -4.536290e-316  -4.000000e+02
  5.593933e+01  7.126749e-319  3.986645e-317  -4.000000e+02
  5.650153e+01 -6.219792e-320 -3.514338e-318  -4.000000e+02
  5.706938e+01  5.380375e-321  3.071359e-319  -4.000000e+02
  5.764294e+01 -4.644217e-322 -2.685741e-320  -4.000000e+02
  5.822226e+01   0.000000e+00   0.000000e+00  -4.000000e+02
  5.880740e+01  -0.000000e+00  -0.000000e+00  -4.000000e+02
  5.939843e+01   0.000000e+00   0.000000e+00  -4.000000e+02
  5.999539e+01  -0.000000e+00  -0.000000e+00  -4.000000e+02
  6.059835e+01   0.000000e+00   0.000000e+00  -4.000000e+02
  6.120738e+01  -0.000000e+00  -0.000000e+00  -4.000000e+02
  6.182252e+01   0.000000e+00   0.000000e+00  -4.000000e+02
  6.244385e+01  -0.000000e+00  -0.000000e+00  -4.000000e+02
  6.307142e+01   0.000000e+00   0.000000e+00  -4.000000e+02
  6.370530e+01  -0.000000e+00  -0.000000e+00  -4.000000e+02
  6.434555e+01   0.000000e+00   0.000000e+00  -4.000000e+02
  6.499223e+01  -0.000000e+00  -0.000000e+00  -4.000000e+02
  6.564541e+01   0.000000e+00   0.000000e+00  -4.000000e+02
  6.630516e+01  -0.000000e+00  -0.000000e+00  -4.000000e+02
  6.697154e+01   0.000000e+00   0.000000e+00  -4.000000e+02
  6.764461e+01  -0.000000e+00  -0.000000e+00  -4.000000e+02
  6.832445e+01   0.000000e+00   0.000000e+00  -4.000000e+02
  6.901113e+01  -0.000000e+00  -0.000000e+00  -4.000000e+02
  6.970470e+01   0.000000e+00   0.000000e+00  -4.000000e+02
  7.040524e+01  -0.000000e+00  -0.000000e+00  -4.000000e+02
  7.111283e+01   0.000000e+00   0.000000e+00  -4.000000e+02
  7.182752e+01  -0.000000e+00  -0.000000e+00  -4.000000e+02
  7.254940e+01   0.000000e+00   0.000000e+00  -4.000000e+02
  7.327853e+01  -0.000000e+00  -0.000000e+00  -4.000000e+02
  7.401500e+01   0.000000e+00   0.000000e+00  -4.000000e+02
  7.475886e+01  -0.000000e+00  -0.000000e+00  -4.000000e+02
  7.551020e+01   0.000000e+00   0.000000e+00  -4.000000e+02
  7.626909e+01  -0.000000e+00  -0.000000e+00  -4.000000e+02
  7.703561e+01   0.000000e+00   0.000000e+00  -4.000000e+02
  7.780983e+01  -0.000000e+00  -0.000000e+00  -4.000000e+02
  7.859183e+01   0.000000e+00   0.000000e+00  -4.000000e+02
  7.938169e+01  -0.000000e+00  -0.000000e+00  -4.000000e+02
  8.017949e+01   0.000000e+00   0.000000e+00  -4.000000e+02
  8.098531e+01  -0.000000e+00  -0.000000e+00  -4.000000e+02
  8.179922e+01   0.000000e+00   0.000000e+00  -4.000000e+02
  8.262132e+01  -0.000000e+00  -0.000000e+00  -4.000000e+02
  8.345168e+01   0.000000e+00   0.000000e+00  -4.000000e+02
  8.429038e+01  -0.000000e+00  -0.000000e+00  -4.000000e+02
  8.513751e+01   0.000000e+00   0.000000e+00  -4.000000e+02
  8.599316e+01  -0.000000e+00  -0.000000e+00  -4.000000e+02
  8.685740e+01   0.000000e+00   0.000000e+00  -4.000000e+02
  8.773033e+01  -0.000000e+00  -0.000000e+00  -4.000000e+02
  8.861204e+01   0.000000e+00   0.000000e+00  -4.000000e+02
  8.950260e+01  -0.000000e+00  -0.000000e+00  -4.000000e+02
  9.040212e+01   0.000000e+00   0.000000e+00  -4.000000e+02
  9.131068e+01  -0.000000e+00  -0.000000e+00  -4.000000e+02
  9.222836e+01   0.000000e+00   0.000000e+00  -4.000000e+02
  9.315528e+01  -0.000000e+00  -0.000000e+00  -4.000000e+02
  9.409150e+01   0.000000e+00   0.000000e+00  -4.000000e+02
  9.503714e+01  -0.000000e+00  -0.000000e+00  -4.000000e+02
  9.599228e+01   0.000000e+00   0.000000e+00  -4.000000e+02
  9.695701e+01  -0.000000e+00  -0.000000e+00  -4.000000e+02
  9.793145e+01   0.000000e+00   0.000000e+00  -4.000000e+02
  9.891568e+01  -0.000000e+00  -0.000000e+00  -4.000000e+02
  9.990979e+01   0.000000e+00   0.000000e+00  -4.000000e+02


