#       r             R(r)          X(r)=rR(r)          e
  1.677313e-05   1.788255e+02   2.999463e-03  -4.000000e+02
  1.694170e-05   1.788249e+02   3.029598e-03  -4.000000e+02
  1.711197e-05   1.788242e+02   3.060035e-03  -4.000000e+02
  1.728395e-05   1.788236e+02   3.090779e-03  -4.000000e+02
  1.745766e-05   1.788230e+02   3.121831e-03  -4.000000e+02
  1.763311e-05   1.788224e+02   3.153194e-03  -4.000000e+02
  1.781032e-05   1.788217e+02   3.184873e-03  -4.000000e+02
  1.798932e-05   1.788211e+02   3.216870e-03  -4.000000e+02
  1.817012e-05   1.788205e+02   3.249189e-03  -4.000000e+02
  1.835273e-05   1.788198e+02   3.281831e-03  -4.000000e+02
  1.853718e-05   1.788191e+02   3.314802e-03  -4.000000e+02
  1.872348e-05   1.788185e+02   3.348104e-03  -4.000000e+02
  1.891165e-05   1.788178e+02   3.381740e-03  -4.000000e+02
  1.910172e-05   1.788171e+02   3.415714e-03  -4.000000e+02
  1.929369e-05   1.788164e+02   3.450030e-03  -4.000000e+02
  1.948760e-05   1.788157e+02   3.484689e-03  -4.000000e+02
  1.968345e-05   1.788150e+02   3.519697e-03  -4.000000e+02
  1.988127e-05   1.788143e+02   3.555057e-03  -4.000000e+02
  2.008108e-05   1.788136e+02   3.590771e-03  -4.000000e+02
  2.028290e-05   1.788129e+02   3.626845e-03  -4.000000e+02
  2.048675e-05   1.788122e+02   3.663280e-03  -4.000000e+02
  2.069264e-05   1.788114e+02   3.700081e-03  -4.000000e+02
  2.090061e-05   1.788107e+02   3.737252e-03  -4.000000e+02
  2.111066e-05   1.788099e+02   3.774797e-03  -4.000000e+02
  2.132283e-05   1.788092e+02   3.812718e-03  -4.000000e+02
  2.153713e-05   1.788084e+02   3.851020e-03  -4.000000e+02
  2.175358e-05   1.788076e+02   3.889706e-03  -4.000000e+02
  2.197221e-05   1.788069e+02   3.928781e-03  -4.000000e+02
  2.219303e-05   1.788061e+02   3.968249e-03  -4.000000e+02
  2.241607e-05   1.788053e+02   4.008112e-03  -4.000000e+02
  2.264136e-05   1.788045e+02   4.048376e-03  -4.000000e+02
  2.286891e-05   1.788037e+02   4.089044e-03  -4.000000e+02
  2.309874e-05   1.788028e+02   4.130121e-03  -4.000000e+02
  2.333089e-05   1.788020e+02   4.171610e-03  -4.000000e+02
  2.356537e-05   1.788012e+02   4.213516e-03  -4.000000e+02
  2.380221e-05   1.788003e+02   4.255842e-03  -4.000000e+02
  2.404142e-05   1.787995e+02   4.298593e-03  -4.000000e+02
  2.428304e-05   1.787986e+02   4.341774e-03  -4.000000e+02
  2.452709e-05   1.787977e+02   4.385388e-03  -4.000000e+02
  2.477359e-05   1.787968e+02   4.429440e-03  -4.000000e+02
  2.502257e-05   1.787960e+02   4.473934e-03  -4.000000e+02
  2.527405e-05   1.787951e+02   4.518876e-03  -4.000000e+02
  2.552806e-05   1.787941e+02   4.564268e-03  -4.000000e+02
  2.578462e-05   1.787932e+02   4.610116e-03  -4.000000e+02
  2.604376e-05   1.787923e+02   4.656424e-03  -4.000000e+02
  2.630551e-05   1.787914e+02   4.703197e-03  -4.000000e+02
  2.656988e-05   1.787904e+02   4.750440e-03  -4.000000e+02
  2.683691e-05   1.787895e+02   4.798157e-03  -4.000000e+02
  2.710663e-05   1.787885e+02   4.846353e-03  -4.000000e+02
  2.737905e-05   1.787875e+02   4.895033e-03  -4.000000e+02
  2.765422e-05   1.787865e+02   4.944202e-03  -4.000000e+02
  2.793215e-05   1.787855e+02   4.993864e-03  -4.000000e+02
  2.821287e-05   1.787845e+02   5.044025e-03  -4.000000e+02
  2.849641e-05   1.787835e+02   5.094690e-03  -4.000000e+02
  2.878281e-05   1.787825e+02   5.145863e-03  -4.000000e+02
  2.907208e-05   1.787815e+02   5.197549e-03  -4.000000e+02
  2.936426e-05   1.787804e+02   5.249755e-03  -4.000000e+02
  2.965938e-05   1.787794e+02   5.302484e-03  -4.000000e+02
  2.995746e-05   1.787783e+02   5.355743e-03  -4.000000e+02
  3.025853e-05   1.787772e+02   5.409537e-03  -4.000000e+02
  3.056264e-05   1.787761e+02   5.463870e-03  -4.000000e+02
  3.086980e-05   1.787750e+02   5.518749e-03  -4.000000e+02
  3.118004e-05   1.787739e+02   5.574179e-03  -4.000000e+02
  3.149341e-05   1.787728e+02   5.630165e-03  -4.000000e+02
  3.180992e-05   1.787717e+02   5.686713e-03  -4.000000e+02
  3.212962e-05   1.787705e+02   5.743829e-03  -4.000000e+02
  3.245253e-05   1.787694e+02   5.801518e-03  -4.000000e+02
  3.277868e-05   1.787682e+02   5.859786e-03  -4.000000e+02
  3.310811e-05   1.787670e+02   5.918639e-03  -4.000000e+02
  3.344085e-05   1.787658e+02   5.978082e-03  -4.000000e+02
  3.377694e-05   1.787646e+02   6.038122e-03  -4.000000e+02
  3.411640e-05   1.787634e+02   6.098765e-03  -4.000000e+02
  3.445928e-05   1.787622e+02   6.160017e-03  -4.000000e+02
  3.480560e-05   1.787610e+02   6.221883e-03  -4.000000e+02
  3.515540e-05   1.787597e+02   6.284370e-03  -4.000000e+02
  3.550872e-05   1.787585e+02   6.347484e-03  -4.000000e+02
  3.586559e-05   1.787572e+02   6.411231e-03  -4.000000e+02
  3.622604e-05   1.787559e+02   6.475619e-03  -4.000000e+02
  3.659012e-05   1.787546e+02   6.540652e-03  -4.000000e+02
  3.695786e-05   1.787533e+02   6.606338e-03  -4.000000e+02
  3.732929e-05   1.787519e+02   6.672683e-03  -4.000000e+02
  3.770446e-05   1.787506e+02   6.739694e-03  -4.000000e+02
  3.808339e-05   1.787492e+02   6.807378e-03  -4.000000e+02
  3.846614e-05   1.787479e+02   6.875740e-03  -4.000000e+02
  3.885273e-05   1.787465e+02   6.944789e-03  -4.000000e+02
  3.924320e-05   1.787451e+02   7.014530e-03  -4.000000e+02
  3.963760e-05   1.787437e+02   7.084972e-03  -4.000000e+02
  4.003597e-05   1.787423e+02   7.156120e-03  -4.000000e+02
  4.043834e-05   1.787408e+02   7.227982e-03  -4.000000e+02
  4.084475e-05   1.787394e+02   7.300565e-03  -4.000000e+02
  4.125525e-05   1.787379e+02   7.373876e-03  -4.000000e+02
  4.166987e-05   1.787364e+02   7.447923e-03  -4.000000e+02
  4.208866e-05   1.787349e+02   7.522713e-03  -4.000000e+02
  4.251166e-05   1.787334e+02   7.598253e-03  -4.000000e+02
  4.293890e-05   1.787319e+02   7.674552e-03  -4.000000e+02
  4.337045e-05   1.787303e+02   7.751615e-03  -4.000000e+02
  4.380633e-05   1.787288e+02   7.829452e-03  -4.000000e+02
  4.424659e-05   1.787272e+02   7.908070e-03  -4.000000e+02
  4.469127e-05   1.787256e+02   7.987476e-03  -4.000000e+02
  4.514043e-05   1.787240e+02   8.067679e-03  -4.000000e+02
  4.559410e-05   1.787224e+02   8.148687e-03  -4.000000e+02
  4.605233e-05   1.787208e+02   8.230507e-03  -4.000000e+02
  4.651516e-05   1.787191e+02   8.313148e-03  -4.000000e+02
  4.698265e-05   1.787174e+02   8.396618e-03  -4.000000e+02
  4.745483e-05   1.787157e+02   8.480925e-03  -4.000000e+02
  4.793176e-05   1.787140e+02   8.566078e-03  -4.000000e+02
  4.841348e-05   1.787123e+02   8.652085e-03  -4.000000e+02
  4.890004e-05   1.787106e+02   8.738955e-03  -4.000000e+02
  4.939150e-05   1.787088e+02   8.826696e-03  -4.000000e+02
  4.988789e-05   1.787070e+02   8.915318e-03  -4.000000e+02
  5.038927e-05   1.787053e+02   9.004828e-03  -4.000000e+02
  5.089569e-05   1.787034e+02   9.095236e-03  -4.000000e+02
  5.140720e-05   1.787016e+02   9.186550e-03  -4.000000e+02
  5.192385e-05   1.786998e+02   9.278781e-03  -4.000000e+02
  5.244570e-05   1.786979e+02   9.371936e-03  -4.000000e+02
  5.297278e-05   1.786960e+02   9.466026e-03  -4.000000e+02
  5.350517e-05   1.786941e+02   9.561059e-03  -4.000000e+02
  5.404291e-05   1.786922e+02   9.657046e-03  -4.000000e+02
  5.458605e-05   1.786903e+02   9.753995e-03  -4.000000e+02
  5.513464e-05   1.786883e+02   9.851916e-03  -4.000000e+02
  5.568876e-05   1.786863e+02   9.950819e-03  -4.000000e+02
  5.624844e-05   1.786843e+02   1.005071e-02  -4.000000e+02
  5.681374e-05   1.786823e+02   1.015161e-02  -4.000000e+02
  5.738473e-05   1.786803e+02   1.025352e-02  -4.000000e+02
  5.796146e-05   1.786782e+02   1.035645e-02  -4.000000e+02
  5.854398e-05   1.786761e+02   1.046041e-02  -4.000000e+02
  5.913236e-05   1.786740e+02   1.056542e-02  -4.000000e+02
  5.972665e-05   1.786719e+02   1.067147e-02  -4.000000e+02
  6.032691e-05   1.786697e+02   1.077859e-02  -4.000000e+02
  6.093321e-05   1.786676e+02   1.088679e-02  -4.000000e+02
  6.154560e-05   1.786654e+02   1.099607e-02  -4.000000e+02
  6.216414e-05   1.786632e+02   1.110644e-02  -4.000000e+02
  6.278890e-05   1.786609e+02   1.121792e-02  -4.000000e+02
  6.341994e-05   1.786587e+02   1.133052e-02  -4.000000e+02
  6.405732e-05   1.786564e+02   1.144425e-02  -4.000000e+02
  6.470111e-05   1.786541e+02   1.155912e-02  -4.000000e+02
  6.535136e-05   1.786518e+02   1.167514e-02  -4.000000e+02
  6.600815e-05   1.786494e+02   1.179232e-02  -4.000000e+02
  6.667155e-05   1.786471e+02   1.191068e-02  -4.000000e+02
  6.734161e-05   1.786447e+02   1.203022e-02  -4.000000e+02
  6.801840e-05   1.786423e+02   1.215096e-02  -4.000000e+02
  6.870200e-05   1.786398e+02   1.227291e-02  -4.000000e+02
  6.939246e-05   1.786373e+02   1.239609e-02  -4.000000e+02
  7.008987e-05   1.786349e+02   1.252049e-02  -4.000000e+02
  7.079429e-05   1.786323e+02   1.264615e-02  -4.000000e+02
  7.150578e-05   1.786298e+02   1.277306e-02  -4.000000e+02
  7.222442e-05   1.786272e+02   1.290125e-02  -4.000000e+02
  7.295029e-05   1.786246e+02   1.303072e-02  -4.000000e+02
  7.368346e-05   1.786220e+02   1.316149e-02  -4.000000e+02
  7.442399e-05   1.786194e+02   1.329357e-02  -4.000000e+02
  7.517196e-05   1.786167e+02   1.342697e-02  -4.000000e+02
  7.592745e-05   1.786140e+02   1.356171e-02  -4.000000e+02
  7.669053e-05   1.786113e+02   1.369779e-02  -4.000000e+02
  7.746129e-05   1.786085e+02   1.383525e-02  -4.000000e+02
  7.823979e-05   1.786057e+02   1.397407e-02  -4.000000e+02
  7.902611e-05   1.786029e+02   1.411429e-02  -4.000000e+02
  7.982033e-05   1.786001e+02   1.425592e-02  -4.000000e+02
  8.062254e-05   1.785972e+02   1.439896e-02  -4.000000e+02
  8.143281e-05   1.785943e+02   1.454344e-02  -4.000000e+02
  8.225123e-05   1.785914e+02   1.468936e-02  -4.000000e+02
  8.307786e-05   1.785885e+02   1.483675e-02  -4.000000e+02
  8.391281e-05   1.785855e+02   1.498561e-02  -4.000000e+02
  8.475615e-05   1.785825e+02   1.513596e-02  -4.000000e+02
  8.560796e-05   1.785794e+02   1.528782e-02  -4.000000e+02
  8.646834e-05   1.785764e+02   1.544120e-02  -4.000000e+02
  8.733736e-05   1.785732e+02   1.559612e-02  -4.000000e+02
  8.821511e-05   1.785701e+02   1.575258e-02  -4.000000e+02
  8.910169e-05   1.785669e+02   1.591062e-02  -4.000000e+02
  8.999718e-05   1.785637e+02   1.607023e-02  -4.000000e+02
  9.090166e-05   1.785605e+02   1.623145e-02  -4.000000e+02
  9.181524e-05   1.785573e+02   1.639428e-02  -4.000000e+02
  9.273800e-05   1.785540e+02   1.655874e-02  -4.000000e+02
  9.367003e-05   1.785506e+02   1.672484e-02  -4.000000e+02
  9.461143e-05   1.785473e+02   1.689261e-02  -4.000000e+02
  9.556229e-05   1.785439e+02   1.706206e-02  -4.000000e+02
  9.652271e-05   1.785404e+02   1.723321e-02  -4.000000e+02
  9.749278e-05   1.785370e+02   1.740607e-02  -4.000000e+02
  9.847259e-05   1.785335e+02   1.758066e-02  -4.000000e+02
  9.946226e-05   1.785299e+02   1.775699e-02  -4.000000e+02
