#       r             V(r)
  1.78503480e-02  -2.24085267e+03
  1.80297470e-02  -2.21855581e+03
  1.82109490e-02  -2.19648081e+03
  1.83939721e-02  -2.17462546e+03
  1.85788346e-02  -2.15298758e+03
  1.87655549e-02  -2.13156499e+03
  1.89541519e-02  -2.11035557e+03
  1.91446443e-02  -2.08935718e+03
  1.93370512e-02  -2.06856773e+03
  1.95313918e-02  -2.04798513e+03
  1.97276855e-02  -2.02760734e+03
  1.99259521e-02  -2.00743231e+03
  2.01262112e-02  -1.98745803e+03
  2.03284830e-02  -1.96768249e+03
  2.05327876e-02  -1.94810372e+03
  2.07391456e-02  -1.92871977e+03
  2.09475775e-02  -1.90952868e+03
  2.11581041e-02  -1.89052855e+03
  2.13707466e-02  -1.87171748e+03
  2.15855262e-02  -1.85309358e+03
  2.18024643e-02  -1.83465499e+03
  2.20215827e-02  -1.81639987e+03
  2.22429033e-02  -1.79832639e+03
  2.24664482e-02  -1.78043274e+03
  2.26922398e-02  -1.76271714e+03
  2.29203006e-02  -1.74517781e+03
  2.31506534e-02  -1.72781300e+03
  2.33833214e-02  -1.71062098e+03
  2.36183276e-02  -1.69360001e+03
  2.38556958e-02  -1.67674841e+03
  2.40954495e-02  -1.66006449e+03
  2.43376128e-02  -1.64354657e+03
  2.45822099e-02  -1.62719301e+03
  2.48292652e-02  -1.61100217e+03
  2.50788035e-02  -1.59497243e+03
  2.53308496e-02  -1.57910219e+03
  2.55854289e-02  -1.56338986e+03
  2.58425667e-02  -1.54783387e+03
  2.61022888e-02  -1.53243266e+03
  2.63646212e-02  -1.51718470e+03
  2.66295901e-02  -1.50208846e+03
  2.68972219e-02  -1.48714243e+03
  2.71675435e-02  -1.47234512e+03
  2.74405818e-02  -1.45769504e+03
  2.77163642e-02  -1.44319073e+03
  2.79949183e-02  -1.42883074e+03
  2.82762719e-02  -1.41461364e+03
  2.85604532e-02  -1.40053800e+03
  2.88474905e-02  -1.38660241e+03
  2.91374126e-02  -1.37280549e+03
  2.94302485e-02  -1.35914585e+03
  2.97260274e-02  -1.34562212e+03
  3.00247789e-02  -1.33223296e+03
  3.03265330e-02  -1.31897702e+03
  3.06313197e-02  -1.30585298e+03
  3.09391696e-02  -1.29285952e+03
  3.12501134e-02  -1.27999535e+03
  3.15641823e-02  -1.26725919e+03
  3.18814076e-02  -1.25464975e+03
  3.22018211e-02  -1.24216577e+03
  3.25254547e-02  -1.22980602e+03
  3.28523410e-02  -1.21756924e+03
  3.31825125e-02  -1.20545423e+03
  3.35160023e-02  -1.19345976e+03
  3.38528437e-02  -1.18158464e+03
  3.41930705e-02  -1.16982767e+03
  3.45367165e-02  -1.15818769e+03
  3.48838163e-02  -1.14666353e+03
  3.52344045e-02  -1.13525404e+03
  3.55885161e-02  -1.12395807e+03
  3.59461867e-02  -1.11277450e+03
  3.63074519e-02  -1.10170221e+03
  3.66723478e-02  -1.09074009e+03
  3.70409110e-02  -1.07988705e+03
  3.74131784e-02  -1.06914199e+03
  3.77891871e-02  -1.05850385e+03
  3.81689747e-02  -1.04797156e+03
  3.85525793e-02  -1.03754407e+03
  3.89400392e-02  -1.02722033e+03
  3.93313931e-02  -1.01699932e+03
  3.97266801e-02  -1.00688001e+03
  4.01259399e-02  -9.96861384e+02
  4.05292123e-02  -9.86942448e+02
  4.09365377e-02  -9.77122207e+02
  4.13479567e-02  -9.67399678e+02
  4.17635106e-02  -9.57773890e+02
  4.21832408e-02  -9.48243881e+02
  4.26071894e-02  -9.38808697e+02
  4.30353988e-02  -9.29467394e+02
  4.34679118e-02  -9.20219039e+02
  4.39047715e-02  -9.11062707e+02
  4.43460218e-02  -9.01997481e+02
  4.47917068e-02  -8.93022456e+02
  4.52418709e-02  -8.84136734e+02
  4.56965593e-02  -8.75339427e+02
  4.61558173e-02  -8.66629654e+02
  4.66196910e-02  -8.58006545e+02
  4.70882267e-02  -8.49469237e+02
  4.75614712e-02  -8.41016877e+02
  4.80394720e-02  -8.32648619e+02
  4.85222767e-02  -8.24363627e+02
  4.90099337e-02  -8.16161072e+02
  4.95024917e-02  -8.08040134e+02
  5.00000000e-02  -8.00000000e+02
  5.05025084e-02  -7.92039867e+02
  5.10100670e-02  -7.84158939e+02
  5.15227267e-02  -7.76356427e+02
  5.20405387e-02  -7.68631551e+02
  5.25635548e-02  -7.60983540e+02
  5.30918273e-02  -7.53411627e+02
  5.36254091e-02  -7.45915056e+02
  5.41643534e-02  -7.38493077e+02
  5.47087142e-02  -7.31144948e+02
  5.52585459e-02  -7.23869934e+02
  5.58139035e-02  -7.16667308e+02
  5.63748426e-02  -7.09536349e+02
  5.69414192e-02  -7.02476345e+02
  5.75136899e-02  -6.95486588e+02
  5.80917121e-02  -6.88566381e+02
  5.86755435e-02  -6.81715031e+02
  5.92652426e-02  -6.74931853e+02
  5.98608682e-02  -6.68216169e+02
  6.04624799e-02  -6.61567307e+02
  6.10701379e-02  -6.54984602e+02
  6.16839030e-02  -6.48467397e+02
  6.23038365e-02  -6.42015038e+02
  6.29300005e-02  -6.35626882e+02
  6.35624575e-02  -6.29302289e+02
  6.42012708e-02  -6.23040626e+02
  6.48465043e-02  -6.16841269e+02
  6.54982225e-02  -6.10703595e+02
  6.61564906e-02  -6.04626993e+02
  6.68213744e-02  -5.98610854e+02
  6.74929404e-02  -5.92654577e+02
  6.81712557e-02  -5.86757565e+02
  6.88563882e-02  -5.80919230e+02
  6.95484064e-02  -5.75138987e+02
  7.02473795e-02  -5.69416258e+02
  7.09533774e-02  -5.63750472e+02
  7.16664707e-02  -5.58141061e+02
  7.23867307e-02  -5.52587465e+02
  7.31142295e-02  -5.47089127e+02
  7.38490397e-02  -5.41645500e+02
  7.45912349e-02  -5.36256037e+02
  7.53408893e-02  -5.30920200e+02
  7.60980778e-02  -5.25637456e+02
  7.68628762e-02  -5.20407276e+02
  7.76353609e-02  -5.15229137e+02
  7.84156093e-02  -5.10102521e+02
  7.92036992e-02  -5.05026916e+02
  7.99997097e-02  -5.00001815e+02
  8.08037201e-02  -4.95026713e+02
  8.16158110e-02  -4.90101115e+02
  8.24360635e-02  -4.85224528e+02
  8.32645597e-02  -4.80396463e+02
  8.41013825e-02  -4.75616438e+02
  8.49466154e-02  -4.70883976e+02
  8.58003431e-02  -4.66198602e+02
  8.66626509e-02  -4.61559848e+02
  8.75336250e-02  -4.56967251e+02
  8.84133526e-02  -4.52420351e+02
  8.93019215e-02  -4.47918693e+02
  9.01994208e-02  -4.43461828e+02
  9.11059400e-02  -4.39049309e+02
  9.20215699e-02  -4.34680695e+02
  9.29464021e-02  -4.30355550e+02
  9.38805290e-02  -4.26073441e+02
  9.48240440e-02  -4.21833939e+02
  9.57770415e-02  -4.17636621e+02
  9.67396167e-02  -4.13481068e+02
  9.77118660e-02  -4.09366862e+02
  9.86938866e-02  -4.05293594e+02
  9.96857767e-02  -4.01260855e+02
  1.00687635e-01  -3.97268243e+02
  1.01699563e-01  -3.93315358e+02
  1.02721661e-01  -3.89401805e+02
  1.03754030e-01  -3.85527192e+02
  1.04796776e-01  -3.81691132e+02
  1.05850001e-01  -3.77893242e+02
  1.06913811e-01  -3.74133142e+02
  1.07988313e-01  -3.70410455e+02
  1.09073613e-01  -3.66724809e+02
  1.10169821e-01  -3.63075836e+02
  1.11277046e-01  -3.59463171e+02
  1.12395399e-01  -3.55886453e+02
  1.13524992e-01  -3.52345324e+02
  1.14665937e-01  -3.48839429e+02
  1.15818349e-01  -3.45368419e+02
  1.16982343e-01  -3.41931946e+02
  1.18158035e-01  -3.38529666e+02
  1.19345543e-01  -3.35161239e+02
  1.20544985e-01  -3.31826329e+02
  1.21756483e-01  -3.28524602e+02
  1.22980156e-01  -3.25255728e+02
  1.24216127e-01  -3.22019379e+02
  1.25464519e-01  -3.18815233e+02
  1.26725459e-01  -3.15642968e+02
  1.27999071e-01  -3.12502268e+02
  1.29285483e-01  -3.09392819e+02
  1.30584824e-01  -3.06314309e+02
  1.31897223e-01  -3.03266430e+02
  1.33222812e-01  -3.00248879e+02
  1.34561724e-01  -2.97261353e+02
  1.35914091e-01  -2.94303553e+02
  1.37280051e-01  -2.91375184e+02
  1.38659738e-01  -2.88475952e+02
  1.40053292e-01  -2.85605568e+02
  1.41460851e-01  -2.82763746e+02
  1.42882556e-01  -2.79950199e+02
  1.44318549e-01  -2.77164648e+02
  1.45768975e-01  -2.74406814e+02
  1.47233978e-01  -2.71676421e+02
  1.48713704e-01  -2.68973195e+02
  1.50208301e-01  -2.66296867e+02
  1.51717920e-01  -2.63647169e+02
  1.53242710e-01  -2.61023836e+02
  1.54782825e-01  -2.58426605e+02
  1.56338418e-01  -2.55855217e+02
  1.57909645e-01  -2.53309416e+02
  1.59496664e-01  -2.50788945e+02
  1.61099632e-01  -2.48293553e+02
  1.62718710e-01  -2.45822991e+02
  1.64354060e-01  -2.43377011e+02
  1.66005846e-01  -2.40955370e+02
  1.67674233e-01  -2.38557824e+02
  1.69359387e-01  -2.36184134e+02
  1.71061477e-01  -2.33834062e+02
  1.72780673e-01  -2.31507374e+02
  1.74517148e-01  -2.29203837e+02
  1.76271074e-01  -2.26923221e+02
  1.78042628e-01  -2.24665297e+02
  1.79831986e-01  -2.22429840e+02
  1.81639328e-01  -2.20216626e+02
  1.83464833e-01  -2.18025434e+02
  1.85308686e-01  -2.15856045e+02
  1.87171069e-01  -2.13708242e+02
  1.89052169e-01  -2.11581809e+02
  1.90952175e-01  -2.09476535e+02
  1.92871277e-01  -2.07392209e+02
  1.94809665e-01  -2.05328622e+02
  1.96767535e-01  -2.03285568e+02
  1.98745081e-01  -2.01262842e+02
  2.00742503e-01  -1.99260244e+02
  2.02759998e-01  -1.97277571e+02
  2.04797770e-01  -1.95314627e+02
  2.06856022e-01  -1.93371214e+02
  2.08934960e-01  -1.91447138e+02
  2.11034791e-01  -1.89542207e+02
  2.13155726e-01  -1.87656230e+02
  2.15297976e-01  -1.85789020e+02
  2.17461757e-01  -1.83940388e+02
  2.19647284e-01  -1.82110151e+02
  2.21854776e-01  -1.80298124e+02
  2.24084454e-01  -1.78504128e+02
  2.26336540e-01  -1.76727982e+02
  2.28611260e-01  -1.74969510e+02
  2.30908841e-01  -1.73228534e+02
  2.33229514e-01  -1.71504881e+02
  2.35573509e-01  -1.69798379e+02
  2.37941062e-01  -1.68108857e+02
  2.40332410e-01  -1.66436146e+02
  2.42747791e-01  -1.64780079e+02
  2.45187446e-01  -1.63140489e+02
  2.47651621e-01  -1.61517214e+02
  2.50140561e-01  -1.59910091e+02
  2.52654516e-01  -1.58318959e+02
  2.55193736e-01  -1.56743659e+02
  2.57758476e-01  -1.55184034e+02
  2.60348991e-01  -1.53639927e+02
  2.62965542e-01  -1.52111184e+02
  2.65608390e-01  -1.50597653e+02
  2.68277799e-01  -1.49099181e+02
  2.70974035e-01  -1.47615619e+02
  2.73697370e-01  -1.46146819e+02
  2.76448074e-01  -1.44692634e+02
  2.79226423e-01  -1.43252918e+02
  2.82032695e-01  -1.41827528e+02
  2.84867171e-01  -1.40416320e+02
  2.87730134e-01  -1.39019155e+02
  2.90621870e-01  -1.37635891e+02
  2.93542668e-01  -1.36266391e+02
  2.96492821e-01  -1.34910518e+02
  2.99472623e-01  -1.33568136e+02
  3.02482373e-01  -1.32239111e+02
  3.05522372e-01  -1.30923309e+02
  3.08592922e-01  -1.29620601e+02
  3.11694333e-01  -1.28330854e+02
  3.14826913e-01  -1.27053941e+02
  3.17990976e-01  -1.25789733e+02
  3.21186839e-01  -1.24538104e+02
  3.24414820e-01  -1.23298929e+02
  3.27675243e-01  -1.22072085e+02
  3.30968434e-01  -1.20857447e+02
  3.34294722e-01  -1.19654895e+02
  3.37654440e-01  -1.18464309e+02
  3.41047923e-01  -1.17285570e+02
  3.44475512e-01  -1.16118559e+02
  3.47937549e-01  -1.14963160e+02
  3.51434379e-01  -1.13819257e+02
  3.54966353e-01  -1.12686737e+02
  3.58533824e-01  -1.11565485e+02
  3.62137149e-01  -1.10455390e+02
  3.65776688e-01  -1.09356340e+02
  3.69452805e-01  -1.08268227e+02
  3.73165867e-01  -1.07190940e+02
  3.76916247e-01  -1.06124372e+02
  3.80704318e-01  -1.05068417e+02
  3.84530460e-01  -1.04022969e+02
  3.88395055e-01  -1.02987923e+02
  3.92298491e-01  -1.01963176e+02
  3.96241156e-01  -1.00948625e+02
  4.00223446e-01  -9.99441698e+01
  4.04245758e-01  -9.89497087e+01
  4.08308496e-01  -9.79651426e+01
  4.12412064e-01  -9.69903731e+01
  4.16556874e-01  -9.60253028e+01
  4.20743341e-01  -9.50698351e+01
  4.24971881e-01  -9.41238744e+01
  4.29242920e-01  -9.31873262e+01
  4.33556883e-01  -9.22600968e+01
  4.37914202e-01  -9.13420935e+01
  4.42315313e-01  -9.04332245e+01
  4.46760656e-01  -8.95333989e+01
  4.51250675e-01  -8.86425267e+01
  4.55785820e-01  -8.77605188e+01
  4.60366543e-01  -8.68872871e+01
  4.64993304e-01  -8.60227441e+01
  4.69666564e-01  -8.51668035e+01
  4.74386792e-01  -8.43193796e+01
  4.79154458e-01  -8.34803878e+01
  4.83970041e-01  -8.26497441e+01
  4.88834020e-01  -8.18273654e+01
  4.93746884e-01  -8.10131695e+01
  4.98709123e-01  -8.02070750e+01
  5.03721233e-01  -7.94090012e+01
  5.08783715e-01  -7.86188685e+01
  5.13897077e-01  -7.78365977e+01
  5.19061828e-01  -7.70621106e+01
  5.24278486e-01  -7.62953298e+01
  5.29547573e-01  -7.55361786e+01
  5.34869614e-01  -7.47845810e+01
  5.40245143e-01  -7.40404620e+01
  5.45674697e-01  -7.33037471e+01
  5.51158819e-01  -7.25743626e+01
  5.56698057e-01  -7.18522357e+01
  5.62292966e-01  -7.11372940e+01
  5.67944104e-01  -7.04294661e+01
  5.73652037e-01  -6.97286812e+01
  5.79417336e-01  -6.90348692e+01
  5.85240577e-01  -6.83479608e+01
  5.91122343e-01  -6.76678872e+01
  5.97063221e-01  -6.69945805e+01
  6.03063806e-01  -6.63279733e+01
  6.09124698e-01  -6.56679989e+01
  6.15246503e-01  -6.50145914e+01
  6.21429833e-01  -6.43676854e+01
  6.27675307e-01  -6.37272162e+01
  6.33983549e-01  -6.30931198e+01
  6.40355189e-01  -6.24653328e+01
  6.46790866e-01  -6.18437924e+01
  6.53291222e-01  -6.12284363e+01
  6.59856908e-01  -6.06192032e+01
  6.66488580e-01  -6.00160321e+01
  6.73186902e-01  -5.94188626e+01
  6.79952543e-01  -5.88276350e+01
  6.86786179e-01  -5.82422903e+01
  6.93688495e-01  -5.76627698e+01
  7.00660180e-01  -5.70890156e+01
  7.07701932e-01  -5.65209704e+01
  7.14814455e-01  -5.59585774e+01
  7.21998460e-01  -5.54017802e+01
  7.29254665e-01  -5.48505233e+01
  7.36583796e-01  -5.43047515e+01
  7.43986586e-01  -5.37644102e+01
  7.51463776e-01  -5.32294454e+01
  7.59016112e-01  -5.26998035e+01
  7.66644351e-01  -5.21754317e+01
  7.74349255e-01  -5.16562775e+01
  7.82131594e-01  -5.11422890e+01
  7.89992147e-01  -5.06334147e+01
  7.97931700e-01  -5.01296038e+01
  8.05951047e-01  -4.96308059e+01
  8.14050990e-01  -4.91369711e+01
  8.22232339e-01  -4.86480501e+01
  8.30495911e-01  -4.81639939e+01
  8.38842534e-01  -4.76847542e+01
  8.47273041e-01  -4.72102829e+01
  8.55788277e-01  -4.67405328e+01
  8.64389092e-01  -4.62754567e+01
  8.73076347e-01  -4.58150082e+01
  8.81850910e-01  -4.53591413e+01
  8.90713659e-01  -4.49078103e+01
  8.99665480e-01  -4.44609701e+01
  9.08707268e-01  -4.40185760e+01
  9.17839928e-01  -4.35805839e+01
  9.27064373e-01  -4.31469498e+01
  9.36381525e-01  -4.27176305e+01
  9.45792316e-01  -4.22925830e+01
  9.55297686e-01  -4.18717648e+01
  9.64898588e-01  -4.14551337e+01
  9.74595980e-01  -4.10426483e+01
  9.84390832e-01  -4.06342671e+01
  9.94284125e-01  -4.02299494e+01
  1.00427685e+00  -3.98296547e+01
  1.01437000e+00  -3.94333430e+01
  1.02456458e+00  -3.90409747e+01
  1.03486163e+00  -3.86525105e+01
  1.04526216e+00  -3.82679116e+01
  1.05576722e+00  -3.78871395e+01
  1.06637786e+00  -3.75101562e+01
  1.07709513e+00  -3.71369239e+01
  1.08792012e+00  -3.67674053e+01
  1.09885390e+00  -3.64015635e+01
  1.10989756e+00  -3.60393619e+01
  1.12105222e+00  -3.56807643e+01
  1.13231898e+00  -3.53257347e+01
  1.14369898e+00  -3.49742378e+01
  1.15519334e+00  -3.46262383e+01
  1.16680323e+00  -3.42817015e+01
  1.17852980e+00  -3.39405929e+01
  1.19037422e+00  -3.36028783e+01
  1.20233768e+00  -3.32685241e+01
  1.21442137e+00  -3.29374968e+01
  1.22662651e+00  -3.26097632e+01
  1.23895431e+00  -3.22852906e+01
  1.25140601e+00  -3.19640466e+01
  1.26398285e+00  -3.16459990e+01
  1.27668609e+00  -3.13311161e+01
  1.28951700e+00  -3.10193663e+01
  1.30247686e+00  -3.07107184e+01
  1.31556697e+00  -3.04051417e+01
  1.32878863e+00  -3.01026054e+01
  1.34214318e+00  -2.98030795e+01
  1.35563195e+00  -2.95065339e+01
  1.36925627e+00  -2.92129390e+01
  1.38301753e+00  -2.89222654e+01
  1.39691709e+00  -2.86344841e+01
  1.41095634e+00  -2.83495662e+01
  1.42513668e+00  -2.80674833e+01
  1.43945954e+00  -2.77882072e+01
  1.45392635e+00  -2.75117099e+01
  1.46853856e+00  -2.72379638e+01
  1.48329761e+00  -2.69669415e+01
  1.49820500e+00  -2.66986160e+01
  1.51326221e+00  -2.64329603e+01
  1.52847075e+00  -2.61699480e+01
  1.54383214e+00  -2.59095526e+01
  1.55934791e+00  -2.56517483e+01
  1.57501962e+00  -2.53965091e+01
  1.59084883e+00  -2.51438096e+01
  1.60683712e+00  -2.48936245e+01
  1.62298610e+00  -2.46459288e+01
  1.63929739e+00  -2.44006977e+01
  1.65577260e+00  -2.41579067e+01
  1.67241339e+00  -2.39175315e+01
  1.68922142e+00  -2.36795481e+01
  1.70619838e+00  -2.34439327e+01
  1.72334596e+00  -2.32106617e+01
  1.74066587e+00  -2.29797117e+01
  1.75815986e+00  -2.27510598e+01
  1.77582966e+00  -2.25246829e+01
  1.79367704e+00  -2.23005586e+01
  1.81170380e+00  -2.20786643e+01
  1.82991172e+00  -2.18589780e+01
  1.84830264e+00  -2.16414775e+01
  1.86687839e+00  -2.14261412e+01
  1.88564083e+00  -2.12129475e+01
  1.90459184e+00  -2.10018752e+01
  1.92373330e+00  -2.07929030e+01
  1.94306714e+00  -2.05860102e+01
  1.96259529e+00  -2.03811760e+01
  1.98231970e+00  -2.01783799e+01
  2.00224235e+00  -1.99776016e+01
  2.02236522e+00  -1.97788212e+01
  2.04269033e+00  -1.95820186e+01
  2.06321971e+00  -1.93871743e+01
  2.08395541e+00  -1.91942687e+01
  2.10489951e+00  -1.90032825e+01
  2.12605410e+00  -1.88141967e+01
  2.14742130e+00  -1.86269923e+01
  2.16900324e+00  -1.84416506e+01
  2.19080209e+00  -1.82581531e+01
  2.21282001e+00  -1.80764815e+01
  2.23505922e+00  -1.78966175e+01
  2.25752194e+00  -1.77185432e+01
  2.28021042e+00  -1.75422407e+01
  2.30312691e+00  -1.73676925e+01
  2.32627372e+00  -1.71948811e+01
  2.34965316e+00  -1.70237892e+01
  2.37326757e+00  -1.68543996e+01
  2.39711930e+00  -1.66866955e+01
  2.42121075e+00  -1.65206601e+01
  2.44554433e+00  -1.63562768e+01
  2.47012246e+00  -1.61935292e+01
  2.49494760e+00  -1.60324008e+01
  2.52002224e+00  -1.58728758e+01
  2.54534888e+00  -1.57149380e+01
  2.57093007e+00  -1.55585718e+01
  2.59676834e+00  -1.54037614e+01
  2.62286630e+00  -1.52504914e+01
  2.64922654e+00  -1.50987465e+01
  2.67585171e+00  -1.49485115e+01
  2.70274447e+00  -1.47997713e+01
  2.72990750e+00  -1.46525111e+01
  2.75734353e+00  -1.45067162e+01
  2.78505529e+00  -1.43623720e+01
  2.81304556e+00  -1.42194640e+01
  2.84131714e+00  -1.40779779e+01
  2.86987285e+00  -1.39378997e+01
  2.89871555e+00  -1.37992153e+01
  2.92784813e+00  -1.36619108e+01
  2.95727349e+00  -1.35259725e+01
  2.98699459e+00  -1.33913868e+01
  3.01701438e+00  -1.32581403e+01
  3.04733588e+00  -1.31262196e+01
  3.07796211e+00  -1.29956116e+01
  3.10889615e+00  -1.28663031e+01
  3.14014107e+00  -1.27382812e+01
  3.17170001e+00  -1.26115332e+01
  3.20357613e+00  -1.24860463e+01
  3.23577261e+00  -1.23618081e+01
  3.26829266e+00  -1.22388061e+01
  3.30113955e+00  -1.21170279e+01
  3.33431655e+00  -1.19964615e+01
  3.36782699e+00  -1.18770947e+01
  3.40167421e+00  -1.17589156e+01
  3.43586161e+00  -1.16419124e+01
  3.47039259e+00  -1.15260735e+01
  3.50527062e+00  -1.14113871e+01
  3.54049917e+00  -1.12978419e+01
  3.57608178e+00  -1.11854265e+01
  3.61202200e+00  -1.10741297e+01
  3.64832342e+00  -1.09639402e+01
  3.68498968e+00  -1.08548472e+01
  3.72202445e+00  -1.07468397e+01
  3.75943141e+00  -1.06399068e+01
  3.79721433e+00  -1.05340380e+01
  3.83537697e+00  -1.04292226e+01
  3.87392315e+00  -1.03254501e+01
  3.91285672e+00  -1.02227101e+01
  3.95218158e+00  -1.01209925e+01
  3.99190167e+00  -1.00202869e+01
  4.03202095e+00  -9.92058338e+00
  4.07254343e+00  -9.82187192e+00
  4.11347318e+00  -9.72414266e+00
  4.15481427e+00  -9.62738583e+00
  4.19657085e+00  -9.53159174e+00
  4.23874708e+00  -9.43675082e+00
  4.28134720e+00  -9.34285358e+00
  4.32437545e+00  -9.24989063e+00
  4.36783615e+00  -9.15785268e+00
  4.41173363e+00  -9.06673052e+00
  4.45607229e+00  -8.97651505e+00
  4.50085657e+00  -8.88719723e+00
  4.54609093e+00  -8.79876814e+00
  4.59177990e+00  -8.71121893e+00
  4.63792805e+00  -8.62454086e+00
  4.68454001e+00  -8.53872524e+00
  4.73162042e+00  -8.45376351e+00
  4.77917399e+00  -8.36964715e+00
  4.82720549e+00  -8.28636777e+00
  4.87571971e+00  -8.20391704e+00
  4.92472151e+00  -8.12228670e+00
  4.97421578e+00  -8.04146860e+00
  5.02420748e+00  -7.96145465e+00
  5.07470161e+00  -7.88223685e+00
  5.12570321e+00  -7.80380728e+00
  5.17721738e+00  -7.72615810e+00
  5.22924928e+00  -7.64928154e+00
  5.28180411e+00  -7.57316992e+00
  5.33488712e+00  -7.49781562e+00
  5.38850363e+00  -7.42321111e+00
  5.44265899e+00  -7.34934892e+00
  5.49735862e+00  -7.27622168e+00
  5.55260800e+00  -7.20382207e+00
  5.60841263e+00  -7.13214284e+00
  5.66477812e+00  -7.06117683e+00
  5.72171008e+00  -6.99091695e+00
  5.77921423e+00  -6.92135616e+00
  5.83729629e+00  -6.85248752e+00
  5.89596210e+00  -6.78430413e+00
  5.95521750e+00  -6.71679917e+00
  6.01506843e+00  -6.64996591e+00
  6.07552088e+00  -6.58379764e+00
  6.13658088e+00  -6.51828776e+00
  6.19825454e+00  -6.45342971e+00
  6.26054803e+00  -6.38921701e+00
  6.32346759e+00  -6.32564324e+00
  6.38701949e+00  -6.26270204e+00
  6.45121011e+00  -6.20038711e+00
  6.51604584e+00  -6.13869223e+00
  6.58153319e+00  -6.07761122e+00
  6.64767870e+00  -6.01713798e+00
  6.71448898e+00  -5.95726646e+00
  6.78197072e+00  -5.89799067e+00
  6.85013066e+00  -5.83930468e+00
  6.91897562e+00  -5.78120263e+00
  6.98851248e+00  -5.72367870e+00
  7.05874820e+00  -5.66672714e+00
  7.12968979e+00  -5.61034227e+00
  7.20134437e+00  -5.55451843e+00
  7.27371908e+00  -5.49925005e+00
  7.34682117e+00  -5.44453159e+00
  7.42065796e+00  -5.39035760e+00
  7.49523681e+00  -5.33672265e+00
  7.57056519e+00  -5.28362137e+00
  7.64665063e+00  -5.23104846e+00
  7.72350075e+00  -5.17899865e+00
  7.80112322e+00  -5.12746676e+00
  7.87952582e+00  -5.07644761e+00
  7.95871637e+00  -5.02593611e+00
  8.03870280e+00  -4.97592721e+00
  8.11949310e+00  -4.92641591e+00
  8.20109536e+00  -4.87739725e+00
  8.28351774e+00  -4.82886634e+00
  8.36676848e+00  -4.78081832e+00
  8.45085590e+00  -4.73324838e+00
  8.53578842e+00  -4.68615177e+00
  8.62157452e+00  -4.63952378e+00
  8.70822278e+00  -4.59335975e+00
  8.79574187e+00  -4.54765506e+00
  8.88414055e+00  -4.50240513e+00
  8.97342765e+00  -4.45760545e+00
  9.06361209e+00  -4.41325154e+00
  9.15470291e+00  -4.36933895e+00
  9.24670920e+00  -4.32586330e+00
  9.33964018e+00  -4.28282024e+00
  9.43350512e+00  -4.24020547e+00
  9.52831342e+00  -4.19801472e+00
  9.62407456e+00  -4.15624377e+00
  9.72079812e+00  -4.11488846e+00
  9.81849377e+00  -4.07394463e+00
  9.91717127e+00  -4.03340821e+00
  1.00168405e+01  -3.99327513e+00
  1.01175114e+01  -3.95354137e+00
  1.02191941e+01  -3.91420298e+00
  1.03218987e+01  -3.87525601e+00
  1.04256355e+01  -3.83669657e+00
  1.05304149e+01  -3.79852080e+00
  1.06362473e+01  -3.76072489e+00
  1.07431434e+01  -3.72330505e+00
  1.08511138e+01  -3.68625754e+00
  1.09601693e+01  -3.64957867e+00
  1.10703208e+01  -3.61326475e+00
  1.11815794e+01  -3.57731217e+00
  1.12939561e+01  -3.54171732e+00
  1.14074623e+01  -3.50647664e+00
  1.15221092e+01  -3.47158662e+00
  1.16379083e+01  -3.43704375e+00
  1.17548712e+01  -3.40284460e+00
  1.18730096e+01  -3.36898573e+00
  1.19923354e+01  -3.33546376e+00
  1.21128603e+01  -3.30227534e+00
  1.22345966e+01  -3.26941715e+00
  1.23575564e+01  -3.23688591e+00
  1.24817519e+01  -3.20467835e+00
  1.26071956e+01  -3.17279127e+00
  1.27339000e+01  -3.14122147e+00
  1.28618778e+01  -3.10996579e+00
  1.29911418e+01  -3.07902112e+00
  1.31217050e+01  -3.04838435e+00
  1.32535803e+01  -3.01805242e+00
  1.33867810e+01  -2.98802229e+00
  1.35213204e+01  -2.95829097e+00
  1.36572119e+01  -2.92885549e+00
  1.37944692e+01  -2.89971289e+00
  1.39331059e+01  -2.87086026e+00
  1.40731359e+01  -2.84229472e+00
  1.42145733e+01  -2.81401342e+00
  1.43574321e+01  -2.78601352e+00
  1.45017267e+01  -2.75829222e+00
  1.46474715e+01  -2.73084675e+00
  1.47946810e+01  -2.70367438e+00
  1.49433700e+01  -2.67677237e+00
  1.50935534e+01  -2.65013804e+00
  1.52452461e+01  -2.62376872e+00
  1.53984634e+01  -2.59766179e+00
  1.55532205e+01  -2.57181462e+00
  1.57095330e+01  -2.54622464e+00
  1.58674164e+01  -2.52088928e+00
  1.60268866e+01  -2.49580601e+00
  1.61879595e+01  -2.47097233e+00
  1.63506512e+01  -2.44638574e+00
  1.65149780e+01  -2.42204380e+00
  1.66809563e+01  -2.39794406e+00
  1.68486027e+01  -2.37408412e+00
  1.70179340e+01  -2.35046158e+00
  1.71889670e+01  -2.32707410e+00
  1.73617190e+01  -2.30391933e+00
  1.75362072e+01  -2.28099495e+00
  1.77124490e+01  -2.25829867e+00
  1.78904621e+01  -2.23582822e+00
  1.80702642e+01  -2.21358136e+00
  1.82518734e+01  -2.19155586e+00
  1.84353078e+01  -2.16974951e+00
  1.86205857e+01  -2.14816014e+00
  1.88077257e+01  -2.12678559e+00
  1.89967465e+01  -2.10562372e+00
  1.91876670e+01  -2.08467241e+00
